这么急啊[惊喜]反正我知道你的评论留不了多久哈哈	要不您这边给我友情赞助两千块？我给您做个绝育[好奇]，再做个碎蛋der手术	1	0	1
您就是总参谋部！	为什么现在越来越多的男生不愿意去追女生了？追：被不会撩妹的男人强撩是种怎样的体验？https://www.zhihu.com/question/39501641不追：为什么现在越来越多的大学男生很少去追甚至不愿意去追女生了？https://www.zhihu.com/question/286214489追了后没回复：怎么会有男生追女孩追到一半不追了的？https://www.zhihu.com/question/22527236怕了怕了，我随遇而安吧：为什么现在有些男生都不主动了？https://www.zhihu.com/question/279910987那再试试吧：女生太好追，男生是不是就不会珍惜了？https://www.zhihu.com/question/284033048彻底放弃了：现在的男性为什么不愿意追求女性？https://www.zhihu.com/question/275469667走了狗屎运追到一个，自己节衣缩食给女朋友买口红清购物车各种节送礼发红包：为何大学女生看起来比男生有钱得多？https://www.zhihu.com/question/276010879没有肌肉：是什么导致当今中国男性阴柔之风盛行？https://www.zhihu.com/question/289536491有了肌肉：为什么有些女生会觉得肌肉男恶心？https://www.zhihu.com/question/289965964想和女友一起打拼未来：怎么看待「女生们凭什么要拿自己的青春跟你一起奋斗」的说法？https://www.zhihu.com/question/29820250不打拼：男朋友是废柴，到底要不要跟他分手？https://www.zhihu.com/question/33130776	1	0	0
写的不错婚姻就是财产关系哈哈哈	婚姻、家庭、伦常的本质到底是什么呢？有一句马恩名言可以非常简单的加以回答，那就是“婚姻本质上是一种财产制度”。这帮子评论区急了的女士们，又一次充分说明了这一点。稍有常识的人都知道伦常无疑是有阶级性的，更没有什么自古以来的普遍道德。从历史的角度说道德是不断演变的，这一点尼采的《论道德的系谱》和维柯的《新科学》里都有论述，只不过前者比较装腔作势、后者比较质朴。马恩的相关经典更论述了道德不但从历史的角度上看是不断演变的，即使在特定的某一时间段之内、在一个社会里，在它的不同阶级的道德感也是完全不同的。这些在家私国和宣言里面写着呢，他们说的都很清楚了就不需要我多说了。当然，评论区女士们是热衷于把彩礼当做不可改变的“道德”的。社会的顶层早就意识到了这一点，因为它们从古至今的几千年里一直拥有财产。他们最清楚婚姻、家庭的本质无非是让他们的财产得以维持、得以传承甚至得以扩大。我的两片领地之间隔着另一个伯爵的大庄园，还有他在河上修的一座桥。我打了他六次都不是他的对手，现在他有个独眼的女儿要嫁给我儿子，还愿意拿这个庄园和这座桥当嫁妆。我儿子最好能老老实实的去当他女婿，否则我就自己去当他女婿，再生一个儿子继承领地。这就是贵族伦理观和道德观的基础。几千年来它一直有效，所以即使贵族们已经不再是传统的地主，摇身一变成了资本大亨，上层阶级的伦理观也始终没有变。可假如婚姻本质上是一种财产关系，伦理观说到底就是为了财产保值增值和有序传承。那么对根本没有财产的下层阶级来说这玩意有什么用呢？我是个牧羊人，她是个洗衣妇，我是个京杭运河边拉纤的，她是个卖菜卖鱼的。我们在阳光温暖的春天在河边相遇。后边发生了什么？你们不会找几首中世纪的民歌听听？你们不会找两本明朝的民歌集看看？“可是这道德么？““道德是什么鬼？”我是一个钢铁厂的工人，每天工作12个小时，早七点到晚七点，车间里噪音巨大（我说的是德意志帝国的钢铁厂），工伤频发、非死即伤，还没有什么像样的补偿（我说的是德意志帝国的钢铁厂）。她是一个酒吧的女招待，我下班带回一份厂里下午给的加肉面包，她带回一瓶酒。这时候本堂神父来敲门，表示“兄弟，我们来送婚姻进社区！”“不收费！”“来教堂办婚礼还送肥皂！”我想了很久，要不要在唯一的一个休息日早起起办婚礼好换些肥皂。她看了看我说“你爱找谁结婚找谁结婚，反正别找我！”于是我把门关上了。关上之后屋子里的其他人哈哈大笑，我让他们闭嘴老实睡觉，我还要办正事！这帮子评论区的女士，上不着天，下不着地。想女权又不想解放自己想保守又不敢遵从女德，只能压榨自己的“对象”实现自己的小资梦想，一被戳破就勃然大怒，整个社会是淤泥，就她们是一朵白莲花。全社会都欠他们一笔彩礼。	1	0	0
是呀！我也纳闷你们接触的是不是只有嫁妆没彩礼，我这里彩礼是嫁妆的五倍，有些女人以自己身边遇到的男生为标准来恶意猜测所有男人，殊不知她们那个水准只能遇到那样的男人，再高一点的男人，她们这辈子也看不到，遇不到	我突然想到，你们接触的女的是不是都只要彩礼，但是没嫁妆，我们这儿嫁妆双倍啊，男方也不至于一个个这么急头白脸啊	0	0	1
不想给彩礼的国男一定不是普通国男，必须要重拳出击[惊喜][惊喜][惊喜]	我第一次知道知乎这么多女的，恐怖人家不掏钱你们划走不就行了吗非要让人掏钱干啥呢？	1	0	0
要不黑枪回来后把这个发给他[惊喜]	黑色枪骑兵，出击!	1	0	0
对啊，就是因为我这么廉价所以才想要退路啊，而且好多男的更贱，一样廉价一无所有还想要免费生育机器+免费育儿师	听你说你担心工作会被生育影响，我还以为你是什么500强高层的独立女强人呢，原来这么廉价阿	0	0	1
姓给你，你开销吧[尴尬]大可不必冠姓拳…不见得大家有多在乎	我倒是挺喜欢这种想法的人的，只要他别绑架我不要双标其实也挺美的。首先他养他妈我养我爸，他的意思是他爸妈的葬礼我都可以不出席就算他爸妈瘫痪在床他也允许我连看都不用去看一眼，同样他也不会管我爸妈。这样生活就少了太多太多的麻烦了！再来想生孩子我可以选择不生你想要孩子那你得给我孩子准备一套房子学区房如果你还想拥有孩子的冠姓权那么请你负责孩子所有的开销。我就怕他坚持的观念到时候会支撑不住。然后就搞起双标或者开始绑架你。	0	0	1
双十晚上11点，10万+了[调皮]	00后大学男生，仅仅说明了自己不接受彩礼，全文没有一句脏话、粗话。然后就被刷了几千条（你没看错是几千条）辱骂、攻击评论，最近上百条还都是北京时间凌晨2—3点的………哥们，你碰到的可能是境外势力[飙泪笑][飙泪笑][飙泪笑]	1	0	0
印度男生亏了呀~[笑哭]印度婚姻不是女方要给男方高额嫁妆吗？这群通婚男性竟然没有要嫁妆，明显亏了~在印度国内，这种行为应该被抵制才对嘛~~	短短几天都翻倍了啊，来，继续[惊喜]	0	1	0
“那肯定能”，怎么看出“肯定能”[飙泪笑][飙泪笑][飙泪笑][飙泪笑]。确实有这样的男的，能为了老婆跟父母杠。你觉得他是这种人，我觉得他不是。我们两就各自“觉得”的吧[调皮][调皮]	楼上那个东瓶你拉黑人就没意思了啊，都好好讨论，说不过就跑可不行。人家都说了是两个人的事，那肯定就能护女方周全啊，爷爷指手画脚是你自己臆想出来的，人家肯定也是找两情相悦的思想一致的，你们就不要替他操心了，也不用替那个女孩操心。我也不替人家操心，我觉得这样挺好的，在我们男的看来，不要彩礼或者少要彩礼都是知书达理。	1	0	1
亲，我不关心答主答了什么，我也根本回答的不是答主，你能不能看一下我的回复指向。	爱生生啊，你哪怕真的去从事色情行业，都没人管你的，没人关心你怎么做。这是你的言论自由和身体自由。我们现在讨论的是答主他怎么想是他的自由。反对各类女拳妖魔鬼怪傀傀儡儡指手画脚倚老卖老去剥夺他言论自由的这种做法。	0	0	0
papi酱的婚姻了解一下。	加一，好幼稚啊，谈恋爱才是两个人的事情。结婚肯定不是啊，两个人还能结婚了不和各自家里父母亲戚走动双双断绝联系当我没说	1	0	1
这一层的女生都没说要不要彩礼的事，是答主自己说谈彩礼，建议面谈，然后层主回复，谈彩礼基本都是面谈的。怎么，见不得女生提彩礼这两个字，你要是看不惯，大可去找不要彩礼的女生就完了，又没有谁说只有没用的男人，才想着找不要彩礼的女生。你还非得diss所有提到彩礼两个字的女生，不是吧，像您这种，不至于这样敏感吧，毕竟我们这种可配不上您呢	这就是锅钕嘛？经都停了就别来凑热闹了[捂嘴]	0	0	1
你不结婚急什么呀[好奇]	做家务不得一起做？[尴尬][尴尬]回家就歇着[尴尬]	0	0	1
你找呗，又没人拦着你，加油，我很看好你	对我们就宁愿找大爷也不找女的	1	0	1
[吃瓜]想干什么？她们想干什么大家都知道！	无论哪个平台，在婚恋和彩礼话题里女的永远是最多的，一边喊着不婚不育，一边又天天往婚恋和彩礼话题里钻，我都不知道她们想干什么？[捂脸]	0	0	0
人家怎么想管你什么事啧啧啧[尴尬]	他不会以为这样很帅吧yue[尴尬]	0	1	1
[捂嘴]那您就不要回这条消息了啊，和您一点关系都没有。	啊，其实不是这样的。作为您口中的反育人士，我只是觉得现在女性因为生育给生理，工作，生活带来的不便太多了。我希望能够和男士一样追求事业，追求理想，追求精神生活的富足。【当然，您肯定会说男士被彩礼房车压的喘不过气来，我的观点是权利义务对等，既然我要求我作为女性要选择独立，那我固然不会要求男士房车以及彩礼，我希望两个人一起奋斗拥有安稳的生活。】	0	0	0
现实问题不要上升哲学。而且这跟自由没有关系，顶多跟自我意识搭点边。我只是可怜张桂梅们任重道远。	人是没有自由的	0	0	1
我说的不是你的孩子，是说有很多这样的网友	这评论，我怎么感觉都是我上辈人在知乎。我42，我觉得现代的年轻人就应该是这种想法才对。我就跟我女儿说，以后别提什么彩礼，感觉特别过时，我养你长大是希望你能独立自主，能自由翱翔，能好好感受这世界，知道自己想要的生活。我养你20年这是我的付出，也是我的责任，这不需要任何回报。唯一的回报就是你能过上自己想要的生活。老了也不需要你来赡养，把自己顾好就行。婚姻是这个世界上最难的事情之一，它需要好好经营，它就是两个人的事情，找到能幸福过一生的人真的很难，所以不要再有一些世俗的观念来给它负担。这年轻人我感觉才应该是当代年轻人该有的样子，可看评论觉得回到了旧社会的老农村。	0	1	0
[思考]，你要是有人要，至于跟我对线到现在？？？国庆快乐，这话肯定你是不会明白的[思考]	我为什么要着急要男人，说到你这个老光棍的痛处了？你就先着急吧	1	0	1
你想法很好，如果能遇到有同样想法的父母得另一半就好了，你说你不需要回报那对方父母需要呢你让你女儿嫁过去回报他父母吗[不抬杠]	这评论，我怎么感觉都是我上辈人在知乎。我42，我觉得现代的年轻人就应该是这种想法才对。我就跟我女儿说，以后别提什么彩礼，感觉特别过时，我养你长大是希望你能独立自主，能自由翱翔，能好好感受这世界，知道自己想要的生活。我养你20年这是我的付出，也是我的责任，这不需要任何回报。唯一的回报就是你能过上自己想要的生活。老了也不需要你来赡养，把自己顾好就行。婚姻是这个世界上最难的事情之一，它需要好好经营，它就是两个人的事情，找到能幸福过一生的人真的很难，所以不要再有一些世俗的观念来给它负担。这年轻人我感觉才应该是当代年轻人该有的样子，可看评论觉得回到了旧社会的老农村。	0	1	1
